vocabulary,ttf,df,idf
patata,442,390,2.9956351945975497
had-high,97,95,3.60959440922522
a-round,94,90,3.6324572921847245
pretti-close,51,51,3.8796692056320534
the-citi,1443,1354,2.4471580313422194
is-top,117,117,3.5185139398778875
also-share,73,71,3.73559889969818
anticip,149,148,3.416640507338281
i-receiv,74,72,3.7299742856995555
look-good,123,120,3.507855871695831
mug,68,60,3.808885867359812
a-real,325,317,3.0863598306747484
recip,184,177,3.3384564936046046
thick-cut,38,130,3.4727564493172123
ink-pasta,58,54,3.8549130223078554
chunk,317,302,3.1072099696478683
after-read,201,200,3.285557309007774
tast-pretti,62,62,3.795184589682424
includ-tip,56,56,3.838849090737255
good-friend,108,107,3.5575072019056577
with-oliv,62,61,3.802089257881733
and-match,65,64,3.7810369386211318
valentin,100,86,3.6522463410033232
go-earli,143,141,3.437750562820388
the-real,342,334,3.060697840353612
to-drive,65,65,3.7745169657285498
green-onion,58,51,3.8796692056320534
jack,117,106,3.561101383649056
look-great,93,92,3.6232492903979003
dessert,3353,2643,2.146128035678238
allig,685,492,2.8920946026904804
two-week,4,66,3.767897616018091
the-begin,111,110,3.545307116465824
refus,117,112,3.537819095073274
everi-night,74,73,3.7234556720351857
tapa-style,185,181,3.3283796034387376
best-fri,261,258,3.173186268412274
hamachi,134,113,3.534026106056135
slab,207,186,3.3180633349627615
music,1599,1305,2.462397997898956
of-interest,59,58,3.824125833916549
not-great,366,351,3.041392685158225
big-deal,182,176,3.3404441148401185
favorit-deep,52,52,3.8715729355458786
a-sweet,196,193,3.3010299956639813
barcelona,89,83,3.66838591669
three-star,22,134,3.459392487759231
volum,119,116,3.5224442335063197
approxim,52,51,3.8796692056320534
bbq-bean,90,82,3.673020907128896
with-black,56,55,3.846955325019824
hungri,963,896,2.633468455579586
i-recent,107,107,3.5575072019056577
the-amount,282,275,3.146128035678238
all-kind,81,81,3.678518379040114
rancic,70,68,3.754348335711019
overload,60,58,3.824125833916549
of-french,172,167,3.3636119798921444
unimpress,91,87,3.6473829701146196
crappi,85,84,3.662757831681574
guess,1308,1221,2.4913616938342726
we-manag,53,53,3.8627275283179747
the-middl,440,425,2.959041392321094
guest,451,406,2.9777236052888476
style-pizza,205,181,3.3283796034387376
mushi,184,177,3.3384564936046046
and-basil,57,57,3.8312296938670634
detail,278,261,3.1702617153949575
the-standard,132,125,3.4899584794248346
also-pretti,105,104,3.5705429398818973
on-par,59,72,3.7299742856995555
it-move,105,105,3.5658478186735176
bleu-chees,56,51,3.8796692056320534
everi-tabl,75,74,3.717670503002262
their-beer,56,56,3.838849090737255
our-tabl,1188,1028,2.568201724066995
kuma,252,177,3.3384564936046046
littl-tokyo,233,216,3.2528530309798933
sleep,55,54,3.8549130223078554
crumb,112,104,3.5705429398818973
that-big,58,57,3.8312296938670634
sleek,57,56,3.838849090737255
measur,90,86,3.6522463410033232
NUM-tabl,10,78,3.6954816764901977
more-dish,56,55,3.846955325019824
great-sushi,65,64,3.7810369386211318
and-small,131,129,3.4756711883244296
pinot,92,82,3.673020907128896
flavour,87,73,3.7234556720351857
of-fruit,61,57,3.8312296938670634
the-cornbread,119,112,3.537819095073274
they-sat,60,60,3.808885867359812
wood-oven,33,53,3.8627275283179747
a-trendi,74,74,3.717670503002262
i-paid,96,96,3.6053050461411096
other-dish,239,233,3.220108088040055
the-boudin,75,66,3.767897616018091
anniversari,126,106,3.561101383649056
andor,137,130,3.4727564493172123
slam,92,87,3.6473829701146196
weird,567,527,2.863322860120456
griddl,92,85,3.6580113966571126
slaw,677,530,2.8573324964312685
slap,83,80,3.683947130751512
look-pretti,71,69,3.7481880270062002
was-eat,156,151,3.4082399653118496
was-prompt,105,105,3.5658478186735176
mani-great,85,85,3.6580113966571126
NUM-taco,58,53,3.8627275283179747
eager,90,89,3.637489729512511
have-heard,100,99,3.591064607026499
two-time,54,53,3.8627275283179747
their-mac,59,58,3.824125833916549
seat-arrang,56,53,3.8627275283179747
ribey,93,78,3.6954816764901977
were-phenomen,57,57,3.8312296938670634
up-earli,65,65,3.7745169657285498
to-agre,52,52,3.8715729355458786
not-live,77,76,3.7067177823367587
s-amaz,89,89,3.637489729512511
and-rib,57,55,3.846955325019824
some-drink,80,78,3.6954816764901977
a-romant,81,78,3.6954816764901977
sazerac,64,58,3.824125833916549
a-weird,66,66,3.767897616018091
a-huge,1084,1039,2.568201724066995
wrote,86,84,3.662757831681574
gather,90,88,3.6424645202421213
insist,166,159,3.385606273598312
peak-time,56,56,3.838849090737255
so-happi,113,112,3.537819095073274
a-guy,95,93,3.6190933306267428
for-make,62,62,3.795184589682424
altern,136,135,3.456366033129043
great-meal,191,190,3.307496037913213
dure-peak,74,74,3.717670503002262
and-sour,56,55,3.846955325019824
tofu,384,323,3.0755469613925306
super-nice,154,151,3.4082399653118496
which-made,150,147,3.419955748489758
the-cheddar,58,55,3.846955325019824
great-beer,137,137,3.450249108319361
thing--,10,56,3.838849090737255
famili,1190,1063,2.5563025007672873
ride,152,142,3.4345689040341987
to-enjoy,471,458,2.9242792860618816
stretch,94,93,3.6190933306267428
attitud,357,317,3.0863598306747484
their-meal,121,119,3.5118833609788744
a-friend,1153,1123,2.5314789170422554
the-fact,715,663,2.7634279935629373
the-free,118,113,3.534026106056135
my-hand,100,99,3.591064607026499
korean-food,100,83,3.66838591669
was-attent,238,238,3.2095150145426308
was-delish,123,120,3.507855871695831
s-deep,81,80,3.683947130751512
a-server,119,113,3.534026106056135
ani-day,93,93,3.6190933306267428
dinner-time,93,92,3.6232492903979003
my-stomach,156,143,3.4313637641589874
NUM-sashimi,87,83,3.66838591669
rich,1000,891,2.633468455579586
venison-burger,89,82,3.673020907128896
rice,1840,1423,2.4313637641589874
is-tini,82,81,3.678518379040114
meat-eater,104,100,3.586587304671755
bbq-chicken,63,56,3.838849090737255
agre,504,493,2.8920946026904804
they-seat,63,63,3.788168371141168
numer,140,137,3.450249108319361
sweat,58,54,3.8549130223078554
menu-item,243,235,3.214843848047698
swear,163,162,3.376576957056512
gift,124,109,3.5490032620257876
told,2051,1692,2.342422680822206
come-earli,103,101,3.583198773968623
cilantro,74,68,3.754348335711019
queso-de,126,123,3.496929648073215
and-ate,109,107,3.5575072019056577
a-heartbeat,51,51,3.8796692056320534
some-friend,210,207,3.2695129442179165
was-delici,1685,1607,2.380211241711606
super-yummi,31,57,3.8312296938670634
been-great,75,72,3.7299742856995555
similar,445,421,2.959041392321094
the-pomm,58,55,3.846955325019824
invit,218,213,3.2576785748691846
must-tri,56,54,3.8549130223078554
new-favorit,148,148,3.416640507338281
wanna,148,141,3.437750562820388
the-rush,90,88,3.6424645202421213
i-forgot,141,138,3.4471580313422194
rabbit-liver,80,65,3.7745169657285498
the-oliv,133,123,3.496929648073215
ani-restaur,57,57,3.8312296938670634
jame,60,54,3.8549130223078554
get-pack,112,112,3.537819095073274
the-pie,101,92,3.6232492903979003
the-pig,64,55,3.846955325019824
my-group,127,120,3.507855871695831
in-heaven,95,95,3.60959440922522
tone,81,77,3.7007037171450192
were-fantast,187,181,3.3283796034387376
so-amaz,90,89,3.637489729512511
savor,107,102,3.578639209968072
holiday,146,135,3.456366033129043
remind,609,575,2.8260748027008264
that-bad,86,86,3.6522463410033232
for-work,61,60,3.808885867359812
ambianc,1306,1263,2.4771212547196626
the-hotel,127,119,3.5118833609788744
pictur,369,337,3.0569048513364727
assur,113,109,3.5490032620257876
nt-bad,256,252,3.184691430817599
cabra,136,132,3.4668676203541096
and-truffl,114,110,3.545307116465824
assum,222,215,3.2528530309798933
potato,3308,2594,2.146128035678238
of-flavor,537,516,2.8692317197309762
bustl,208,205,3.27415784926368
week-ago,195,192,3.303196057420489
linger,91,88,3.6424645202421213
then-order,55,54,3.8549130223078554
and-shrimp,185,173,3.3483048630481607
their-sushi,70,66,3.767897616018091
surpris,1864,1740,2.342422680822206
were-absolut,101,100,3.586587304671755
slip,67,63,3.788168371141168
your-money,116,114,3.530199698203082
onli-thing,568,561,2.8325089127062366
sushi-gen,331,644,2.778151250383644
their-menu,350,338,3.0569048513364727
francisco,111,104,3.5705429398818973
a-surpris,106,106,3.561101383649056
honor,78,74,3.717670503002262
last-week,190,188,3.311753861055754
alway-crowd,69,69,3.7481880270062002
and-uniqu,101,98,3.595496221825574
too-spici,74,73,3.7234556720351857
their-sangria,58,57,3.8312296938670634
will-find,71,71,3.73559889969818
you-enjoy,78,77,3.7007037171450192
a-super,125,122,3.5010592622177517
--yum,53,53,3.8627275283179747
the-ravioli,86,76,3.7067177823367587
get-full,52,52,3.8715729355458786
nasti,106,100,3.586587304671755
the-nice,90,89,3.637489729512511
onion-soup,153,135,3.456366033129043
great-time,279,270,3.155336037465062
ginger,240,195,3.296665190261531
sashimi-delux,221,167,3.3636119798921444
torn,62,60,3.808885867359812
s-favorit,70,69,3.7481880270062002
mani-time,263,261,3.1702617153949575
toro,1272,836,2.6627578316815743
can-sit,76,75,3.711807229041191
much-flavor,102,96,3.6053050461411096
veri-tasti,564,548,2.845098040014257
the-upstair,97,93,3.6190933306267428
ve-found,77,74,3.717670503002262
the-asparagus,65,64,3.7810369386211318
which-make,148,148,3.416640507338281
small-plate,1009,858,2.653212513775344
buffalo,264,216,3.2528530309798933
with-high,67,67,3.7611758131557314
korean,875,541,2.8512583487190755
chocol-chip,172,142,3.4345689040341987
chees-NUM,55,53,3.8627275283179747
super,2666,2304,2.204119982655925
dessert-menu,86,84,3.662757831681574
on-NUM,55,55,3.846955325019824
femal,56,52,3.8715729355458786
is-busi,60,59,3.816241299991783
it-kind,55,55,3.846955325019824
in-nyc,206,196,3.294466226161593
cheesi,509,480,2.9030899869919438
the-stage,113,87,3.6473829701146196
ring,388,334,3.060697840353612
for-year,196,194,3.298853076409707
NUM-tapa,81,75,3.711807229041191
i-sampl,76,76,3.7067177823367587
bargain,65,61,3.802089257881733
gino,276,217,3.250420002308894
and-happi,106,105,3.5658478186735176
the-sidewalk,81,78,3.6954816764901977
after-hear,131,130,3.4727564493172123
pipe-hot,152,151,3.4082399653118496
saute,133,126,3.4871383754771865
shoulder,512,407,2.9777236052888476
the-staff,1608,1521,2.3979400086720375
mysteri,60,57,3.8312296938670634
via-pari,69,65,3.7745169657285498
toss,152,142,3.4345689040341987
rotat,67,66,3.767897616018091
the-pan,185,169,3.357934847000454
slow,733,673,2.7558748556724915
a-heart,63,63,3.788168371141168
infam,70,69,3.7481880270062002
great-flavor,188,186,3.3180633349627615
i-miss,174,161,3.380211241711606
necessarili,124,122,3.5010592622177517
flash,75,74,3.717670503002262
was-dri,134,127,3.482873583608754
scrumptious,143,143,3.4313637641589874
s-kind,93,93,3.6190933306267428
scrambl,455,367,3.0211892990699383
drink--,58,76,3.7067177823367587
few-bite,91,89,3.637489729512511
peach-cobbler,441,373,3.012837224705172
to-compar,104,101,3.583198773968623
you-live,85,84,3.662757831681574
silli,108,107,3.5575072019056577
smoke-duck,75,69,3.7481880270062002
watermelon,185,160,3.3820170425748683
french-onion,110,102,3.578639209968072
and-duck,78,75,3.711807229041191
not-greasi,56,56,3.838849090737255
to-toro,110,104,3.5705429398818973
bliss,73,72,3.7299742856995555
the-banana,68,59,3.816241299991783
d-love,76,76,3.7067177823367587
tour,173,155,3.3961993470957363
fulli,152,151,3.4082399653118496
the-chop,140,133,3.462397997898956
perfect--,6,55,3.846955325019824
lincoln,99,93,3.6190933306267428
all-amaz,65,64,3.7810369386211318
and-sat,129,126,3.4871383754771865
a-food,171,169,3.357934847000454
we-spent,85,83,3.66838591669
absolut-amaz,156,154,3.399673721481038
their-special,82,81,3.678518379040114
understood,59,58,3.824125833916549
refil,505,465,2.9190780923760737
jazz,506,422,2.959041392321094
drool,202,196,3.294466226161593
she-told,64,63,3.788168371141168
the-lunch,431,392,2.991226075692495
pequod,1309,771,2.6989700043360187
refin,65,63,3.788168371141168
research,95,94,3.6138418218760693
NUM-burger,129,112,3.537819095073274
the-beef,598,533,2.8573324964312685
the-friend,109,107,3.5575072019056577
acknowledg,84,82,3.673020907128896
few-block,83,81,3.678518379040114
the-beet,94,89,3.637489729512511
the-beer,343,321,3.0791812460476247
tartar,319,260,3.1702617153949575
a-fork,85,85,3.6580113966571126
anoth-review,60,60,3.808885867359812
a-tuesday,263,255,3.1789769472931693
cater,212,186,3.3180633349627615
most-amaz,106,103,3.574031267727719
town,1615,1514,2.3979400086720375
other-food,71,70,3.741939077729199
chicken-wing,474,397,2.9867717342662448
girl,1287,1112,2.5314789170422554
we-final,208,201,3.2833012287035497
other-person,54,53,3.8627275283179747
with-truffl,117,113,3.534026106056135
crisp-bbq,181,139,3.444044795918076
calamari,382,318,3.0827853703164503
pancak,733,501,2.886490725172482
i-learn,60,59,3.816241299991783
the-chip,82,77,3.7007037171450192
veri-good,2466,2157,2.230448921378274
were-lucki,102,100,3.586587304671755
would-return,71,70,3.741939077729199
color,252,238,3.2095150145426308
i-chose,164,156,3.3944516808262164
string,122,115,3.526339277389844
hidden,122,114,3.530199698203082
our-experi,155,150,3.4099331233312946
differ-type,149,144,3.428134794028789
marinara,165,147,3.419955748489758
nom,148,68,3.754348335711019
philli,103,90,3.6324572921847245
who-live,61,61,3.802089257881733
in-fact,453,437,2.9444826721501687
allergi,107,87,3.6473829701146196
that-impress,69,69,3.7481880270062002
should-ve,84,78,3.6954816764901977
wisconsin,98,95,3.60959440922522
jambalaya,955,649,2.7708520116421442
the-batter,108,103,3.574031267727719
europ,64,64,3.7810369386211318
an-option,71,69,3.7481880270062002
and-blueberri,66,66,3.767897616018091
huge-fan,342,330,3.0681858617461617
tiramisu,118,90,3.6324572921847245
tastier,87,85,3.6580113966571126
the-manag,584,489,2.8976270912904414
magnific,52,51,3.8796692056320534
river-north,195,183,3.3242824552976926
deliveri,424,315,3.0863598306747484
refer,89,89,3.637489729512511
NUM-hour,137,619,2.792391689498254
risk,77,73,3.7234556720351857
was-unbeliev,60,60,3.808885867359812
were-disappoint,51,51,3.8796692056320534
classi,224,215,3.2528530309798933
few-thing,132,132,3.4668676203541096
butteri-crust,73,71,3.73559889969818
flair,52,51,3.8796692056320534
cevich,332,236,3.2121876044039577
out-fast,61,60,3.808885867359812
i-visit,347,340,3.0530784434834195
burger-NUM,56,52,3.8715729355458786
sloppi,166,132,3.4668676203541096
in-houston,176,164,3.3710678622717363
our-trip,111,106,3.561101383649056
crush,86,83,3.66838591669
the-beauti,64,63,3.788168371141168
grandma,61,58,3.824125833916549
spend-NUM,72,69,3.7481880270062002
strawberri,485,416,2.968482948553935
for-chicago,92,91,3.6283889300503116
catch,286,280,3.1398790864012365
nearbi,293,286,3.130333768495006
tastiest,70,68,3.754348335711019
favorit-breakfast,59,57,3.8312296938670634
arugula,215,190,3.307496037913213
multipl,307,299,3.110589710299249
liver,373,287,3.1271047983648077
the-benedict,58,53,3.8627275283179747
veal,386,328,3.0681858617461617
us-order,121,119,3.5118833609788744
had-plenti,64,64,3.7810369386211318
the-mango,421,376,3.0086001717619175
an-issu,103,100,3.586587304671755
flaki,153,148,3.416640507338281
were-readi,76,72,3.7299742856995555
flake,208,194,3.298853076409707
a-problem,224,216,3.2528530309798933
have-good,85,85,3.6580113966571126
muscl,55,51,3.8796692056320534
martini,215,182,3.326335860928751
direct,259,252,3.184691430817599
and-toast,87,85,3.6580113966571126
my-experi,336,328,3.0681858617461617
modern,420,396,2.9867717342662448
sausag,2775,2087,2.255272505103306
realli-friend,132,132,3.4668676203541096
year-ago,381,366,3.0211892990699383
and-sit,96,96,3.6053050461411096
the-NUM,1567,1406,2.4313637641589874
have-room,67,66,3.767897616018091
sashimi-dinner,123,85,3.6580113966571126
crust,3173,2151,2.230448921378274
wrong,1590,1504,2.3979400086720375
shirt,93,84,3.662757831681574
board,146,139,3.444044795918076
the-scotch,77,64,3.7810369386211318
to-check,618,588,2.8129133566428557
garbag,58,54,3.8549130223078554
whim,64,63,3.788168371141168
chorizo,775,640,2.778151250383644
is-fantast,294,290,3.123851640967086
be-amaz,54,53,3.8627275283179747
nut,198,184,3.322219294733919
s-breakfast,74,64,3.7810369386211318
whip,236,222,3.2405492482826
chili-chees,22,94,3.6138418218760693
mustard,538,467,2.9138138523837167
had-read,54,52,3.8715729355458786
whale,72,54,3.8549130223078554
and-bar,71,71,3.73559889969818
with-vanilla,111,111,3.5415792439465807
of-rice,184,176,3.3404441148401185
sauté,61,57,3.8312296938670634
sweeter,78,78,3.6954816764901977
desper,65,65,3.7745169657285498
the-mistak,61,59,3.816241299991783
a-dish,183,176,3.3404441148401185
ice-cream,49,557,2.838849090737255
market,219,208,3.2695129442179165
and-bbq,89,89,3.637489729512511
the-capres,63,59,3.816241299991783
the-outdoor,99,96,3.6053050461411096
a-seat,512,483,2.9030899869919438
a-dive,99,94,3.6138418218760693
was-terribl,109,108,3.5538830266438746
the-interior,239,235,3.214843848047698
italian-tapa,129,127,3.482873583608754
vacat,164,162,3.376576957056512
tremend,68,66,3.767897616018091
shine,93,93,3.6190933306267428
the-thick,90,86,3.6522463410033232
a-person,273,270,3.155336037465062
overpow,272,258,3.173186268412274
tempura,344,255,3.1789769472931693
